NO,ID,LERI,Order,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,fsr8,fsr9,fsr10,fsr11,fsr12,fsr13,fsr14,fsr15,fsr16,fsr17,fsr18,fsr19,fsr20,fsr21,fsr22,fsr23,fsr24,fsr25,fsr26,fsr27,fsr28,fsr29,fsr30,fsr31,fsr32,fsr33,fsr34,fsr35,fsr36,fsr37,fsr38,fsr39,fsr40,time
2555,4,2,15,0.015,943.9473333,68.85433333,0.015,0.031666667,0.128666667,0.006666667,1976.820333,58.461,2698.281667,4520.277,105.5996667,0.02,534.7876667,79.58533333,1402.598,0,2.127,66.42666667,221.913,0,11.48233333,139.737,70.35166667,0,31.37866667,10.89666667,0,0,1598.57,820.4403333,0,0.006666667,2485.463,846.3576667,0,0,0.006666667,0,0,1.39986
2556,4,2,16,309.7032143,549.77,60.3575,0,9.716428571,23.40107143,4.457142857,0.79,1248.6575,4595.22,3364.324286,2.225,33.04785714,76.43071429,1698.976786,1806.473214,0,23.115,481.6332143,21.11928571,0.007142857,122.3214286,1124.211786,0,0,314.3085714,14.17392857,0,5.886785714,1257.953214,21.56321429,0,0.357142857,1600.795357,1.940714286,0,0,0,0,0,1.417291
2557,4,2,17,13.13241379,23.7062069,243.6427586,0.172413793,10.1537931,5.585517241,0,763.3906897,1924.875517,6714.445172,3756.421724,20.14275862,0.032758621,217.4996552,70.51344828,384.3193103,0,3.975517241,53.6262069,68.60827586,0,20.45241379,177.5151724,24.93413793,0,61.96965517,10.30896552,0,0,822.0148276,176.4131034,0,0.04137931,933.3993103,38.73241379,0,0,0,0,0,1.29024
2558,4,2,18,0.580882353,83.20029412,8.107941176,0,1903.929118,0.027941176,0.141176471,1250.243529,765.9647059,5016.187647,1575.115882,20.55764706,702.0638235,1973.280882,395.9826471,311.4385294,0,18.41823529,92.78970588,97.80911765,0.042647059,11.31411765,126.0941176,47.59411765,0.005882353,13.65294118,5.631764706,0,0,193.1070588,66.07382353,0,0,461.0041176,81.39294118,0,0,0,0,0,1.48384
2559,4,2,19,1233.955484,6518.613226,0.459354839,0,122.3683871,0.167741935,93.39354839,0,1997.944516,6739.527742,867.3996774,11.53096774,1278.087419,804.4267742,1538.42,272.383871,0,36.76258065,257.6358065,24.24870968,0,49.58032258,584.6977419,0,0.014516129,43.86129032,8.511290323,0,0,425.4954839,35.40935484,0,0.006451613,675.2348387,23.72677419,0,0.006451613,0,0,0,1.338354
2560,4,2,20,2.404666667,0.081666667,0.193333333,0.015,1069.814,2.618,6.231666667,0,19.711,1584.83,0.088333333,21.11466667,1411.866,6064.779667,5089.843667,44.888,12.48366667,702.127,1109.104,60.81066667,0.006666667,40.31133333,754.449,8.847333333,0.015,34.18433333,17.464,0,0.006666667,130.291,87.83266667,0,0.006666667,791.9603333,95.32766667,0,0.03,702.3756667,0.217333333,0,1.508175
2561,5,1,1,0,0,0,0,0,0,322.28375,0,9.548,2287.8115,328.94475,0.005,133.2365,1710.754,201.24375,0,27.11425,56.8715,0,0,0,42.92425,0,0,0,7.40625,0,0,0,95.67225,5142.3875,0,0.005,88.8675,10583.5605,0,0,0,0,0,1.735076
2562,5,1,2,0,0,0,0,15.14022727,0,448.2584091,0,0.038636364,6916.228182,347.4022727,0,963.7684091,1062.425909,68.50818182,0,93.92318182,8.695454545,0,0,45.16522727,9.228181818,0,0,1.521818182,34.40090909,0,0,0,4211.402045,0.254772727,0,0,8164.139545,23.22454545,0,0,0,0,0,2.088625
2563,5,1,3,0,0,0,0,24.47851852,0,816.2892593,0,6.15,11115.02852,1388.553704,0,830.337037,1130.244815,74.89074074,0,79.18074074,0,0,0,44.48481481,1.207037037,0,0,0.007407407,15.58148148,0,0,0,2923.041111,0,0,0,3944.198889,0,0,0,0,0,0,1.156883
2564,5,1,4,0,0,0,0,0.006666667,68.381,726.1806667,4.396666667,20.472,3494.745,781.047,0.036666667,465.2793333,2960.360667,1292.046,0,65.321,46.61466667,0,0,32.615,22.13166667,0,0,8.499333333,24.471,0,0,6.714666667,2832.267,0,0,4.789666667,6798.917,0.015,0,0,0,0,0,1.33927
2565,5,1,5,0,50.42578947,122.7836842,0,5.556315789,204.1402632,14.33447368,0,11.575,5116.982368,596.4055263,0.036842105,2793.897368,146.1465789,0.005263158,0,2.264736842,494.1815789,0,0,0,127.1378947,0,0,0,165.1102632,2.421052632,0,0,1721.711053,2377.266579,0,0,0.05,0,0,0,0,0,0,1.643316
2566,5,1,6,0,31.18638889,63.97388889,0,0,35.31083333,111.6075,0,35.24583333,7863.721111,1686.189444,0.1125,3169.803333,2542.621111,40.96583333,0,15.21361111,144.8341667,0,0,0,278.0744444,0,0,0,65.21972222,0,0,0,861.4158333,1335.710833,0,0,333.6963889,1368.520556,0,0,0,0,0,1.697935
2567,5,1,7,0,0,0.345588235,0,0,15.88176471,1746.411765,0,3.943235294,6247.404118,916.4897059,0.011764706,817.4655882,4758.751471,1219.587941,0,111.9126471,71.99235294,0,0,2.201176471,69.58882353,0,0,0,25.34029412,0,0,0,618.0241176,50.46823529,0,0,2293.002647,733.9747059,0,0,0,0,0,1.48695
2568,5,1,8,0,0,0,0,0,52.23264706,17.48264706,679.7820588,0.013235294,1620.214412,4622.260294,15.17294118,48.21852941,3381.998824,180.5814706,0.582058824,0.089705882,1140.128235,0,0,0,104.7179412,0,0,0,55.17382353,0,0,0.005882353,1156.28,48.92647059,0,0,2340.686471,63.19411765,0,0,0,0,0,1.471768
2569,5,1,9,0,961.8751282,353.3658974,0,71.12076923,2.668717949,7.398205128,0,15.22076923,6647.767949,4626.264615,0.005128205,1443.794103,148.7010256,9.984871795,0,39.01538462,99.59307692,0,0,2.694615385,75.8525641,0,0,0,87.04487179,0,0,0,2153.254872,247.1907692,0,0,253.6828205,0.573846154,0,0,0,0,0,1.699149
2570,5,1,10,0,14.78941176,11.60617647,0,0,34.59647059,103.2576471,0,32.13470588,3225.835588,1545.458529,0.039705882,102.3914706,1178.787353,87.45176471,0.005882353,0.123529412,118.1620588,0,0,0,104.3282353,0,0,0.005882353,37.46970588,0,0,0,492.2417647,2811.877059,0,0,81.25617647,3980.211471,0,0,0,0,0,1.592149
2571,5,1,11,0,0,0,0,0,0,322.28375,0,9.548,2287.8115,328.94475,0.005,133.2365,1710.754,201.24375,0,27.11425,56.8715,0,0,0,42.92425,0,0,0,7.40625,0,0,0,95.67225,5142.3875,0,0.005,88.8675,10583.5605,0,0,0,0,0,1.735076
2572,5,1,12,0,0,0,0,15.14022727,0,448.2584091,0,0.038636364,6916.228182,347.4022727,0,963.7684091,1062.425909,68.50818182,0,93.92318182,8.695454545,0,0,45.16522727,9.228181818,0,0,1.521818182,34.40090909,0,0,0,4211.402045,0.254772727,0,0,8164.139545,23.22454545,0,0,0,0,0,2.088625
2573,5,1,13,0,0,0,0,24.47851852,0,816.2892593,0,6.15,11115.02852,1388.553704,0,830.337037,1130.244815,74.89074074,0,79.18074074,0,0,0,44.48481481,1.207037037,0,0,0.007407407,15.58148148,0,0,0,2923.041111,0,0,0,3944.198889,0,0,0,0,0,0,1.156883
2574,5,1,14,0,0,0,0,0.006666667,68.381,726.1806667,4.396666667,20.472,3494.745,781.047,0.036666667,465.2793333,2960.360667,1292.046,0,65.321,46.61466667,0,0,32.615,22.13166667,0,0,8.499333333,24.471,0,0,6.714666667,2832.267,0,0,4.789666667,6798.917,0.015,0,0,0,0,0,1.33927
2575,5,1,15,0,50.42578947,122.7836842,0,5.556315789,204.1402632,14.33447368,0,11.575,5116.982368,596.4055263,0.036842105,2793.897368,146.1465789,0.005263158,0,2.264736842,494.1815789,0,0,0,127.1378947,0,0,0,165.1102632,2.421052632,0,0,1721.711053,2377.266579,0,0,0.05,0,0,0,0,0,0,1.643316
2576,5,1,16,0,31.18638889,63.97388889,0,0,35.31083333,111.6075,0,35.24583333,7863.721111,1686.189444,0.1125,3169.803333,2542.621111,40.96583333,0,15.21361111,144.8341667,0,0,0,278.0744444,0,0,0,65.21972222,0,0,0,861.4158333,1335.710833,0,0,333.6963889,1368.520556,0,0,0,0,0,1.697935
2577,5,1,17,0,0,0.345588235,0,0,15.88176471,1746.411765,0,3.943235294,6247.404118,916.4897059,0.011764706,817.4655882,4758.751471,1219.587941,0,111.9126471,71.99235294,0,0,2.201176471,69.58882353,0,0,0,25.34029412,0,0,0,618.0241176,50.46823529,0,0,2293.002647,733.9747059,0,0,0,0,0,1.48695
2578,5,1,18,0,0,0,0,0,52.23264706,17.48264706,679.7820588,0.013235294,1620.214412,4622.260294,15.17294118,48.21852941,3381.998824,180.5814706,0.582058824,0.089705882,1140.128235,0,0,0,104.7179412,0,0,0,55.17382353,0,0,0.005882353,1156.28,48.92647059,0,0,2340.686471,63.19411765,0,0,0,0,0,1.471768
2579,5,1,19,0,961.8751282,353.3658974,0,71.12076923,2.668717949,7.398205128,0,15.22076923,6647.767949,4626.264615,0.005128205,1443.794103,148.7010256,9.984871795,0,39.01538462,99.59307692,0,0,2.694615385,75.8525641,0,0,0,87.04487179,0,0,0,2153.254872,247.1907692,0,0,253.6828205,0.573846154,0,0,0,0,0,1.699149
2580,5,1,20,0,14.78941176,11.60617647,0,0,34.59647059,103.2576471,0,32.13470588,3225.835588,1545.458529,0.039705882,102.3914706,1178.787353,87.45176471,0.005882353,0.123529412,118.1620588,0,0,0,104.3282353,0,0,0.005882353,37.46970588,0,0,0,492.2417647,2811.877059,0,0,81.25617647,3980.211471,0,0,0,0,0,1.592149
2581,5,2,1,0,1.443142857,0.415714286,0,2.838,0,133.8825714,0,42.68914286,6180.768,933.2428571,0.474285714,0.005714286,126.826,206.8734286,0.872857143,0.012857143,0,86.79428571,0,0,0,95.17371429,0,0,20.04942857,0.3,0,0,2381.851143,10.56514286,0,0,2559.389714,0,0,0,0,0,0,1.517065
2582,5,2,2,0,0,0,0,87.24560976,31.25390244,138.9085366,0,97.86682927,5329.676098,30.61585366,0.026829268,122.3380488,3311.362195,364.9785366,0,0.017073171,12.30414634,151.6507317,0,0,29.98682927,51.93902439,0,0,42.38439024,0,0,212.3743902,410.3958537,0,0,545.6665854,330.6790244,0,0,0,0,0,0,1.79221
2583,5,2,3,0,0.370943396,0,0,1664.916038,0,12.83283019,0,36.70584906,8512.030943,21.85584906,0.012264151,286.1675472,4438.118113,1149.608868,0,0,0,133.7718868,0,0,0,96.06018868,0,0,0.305660377,0.392075472,0,0,562.8360377,49.05339623,0,0,2058.046226,219.2018868,0,0,0,0,0,2.367074
2584,5,2,4,0,253.5544898,0,0,680.0936735,0.004081633,111.7391837,0,71.37020408,6568.960612,134.3812245,0.014285714,5.846530612,448.3302041,1769.773061,0,0,0,553.252449,0,0,0,1141.67449,0,0,15.5344898,2.49877551,0,0,1318.566735,6.395714286,0,0,1962.762653,0,0,0,0,0,0,2.162015
2585,5,2,5,0,0,0,0,0,55.4325641,596.2502564,0,0,3163.360256,3810.955385,34.63589744,0.005128205,1761.93,494.6882051,255.6797436,0,0,78.47307692,5.175641026,0,0,67.72666667,0,0,0.253333333,0.944102564,0,0,1125.442564,109.3615385,0,0,1257.912821,3.615897436,0,0,0,0,0,1.742462
2586,5,2,6,0,0.015555556,0,0,3.632,98.92488889,57.55022222,0,0,36.63688889,21.27555556,0.041111111,3.003555556,2040.760222,1507.397333,6.716222222,0,1.717777778,92.05288889,56.58533333,0,0,92.04933333,0,0,0.01,6.150666667,0,0,849.3957778,419.1626667,0,0.01,6562.876667,1991.305111,0,0,0,0,0,2.011769
2587,5,2,7,0,0,0,0,11.86289474,51.44894737,269.8560526,0,0.216842105,535.1531579,265.2376316,0.547368421,3.340789474,584.3915789,3662.719474,54.13131579,0.025,0,262.2142105,18.34815789,0,0.011842105,402.7094737,0,0,0.197105263,3.612894737,0,0,984.4731579,63.41894737,0,0,2199.98,46.96105263,0,0,0,0,0,1.751065
2588,5,2,8,0,16.05595238,0.878333333,0,0,91.48404762,81.015,0,0,1709.129048,4869.446667,13.14547619,0,978.962619,1796.845238,764.1907143,0,0,73.52047619,8.65,0,0,60.2052381,0,0,2.016666667,2.206904762,0,0,1558.174048,58.39833333,0,0,1625.447381,2.048095238,0,0,0,0,0,1.981896
2589,5,2,9,0,43.67076923,14.48384615,0,0.030769231,16.90230769,43.39974359,2.283333333,0,1496.88641,5419.334359,5.539230769,0.037179487,506.6682051,1132.517179,622.0812821,0,0,54.93025641,6.924871795,0,0,59.23589744,0,0,0.780512821,2.913076923,0,0.005128205,1648.87,774.6384615,0,0,270.3705128,38.95897436,0,0,0,0,0,1.713919
2590,5,2,10,0,0.073611111,0,0,0,757.2113889,45.27694444,0,0.005555556,38.58555556,25.43861111,0.884166667,1.869722222,1881.443889,4162.924722,3.346944444,0,0,555.3083333,207.1797222,0,0,80.7425,0,0,0.0125,5.421388889,0,0,400.5066667,66.71388889,0,0,3849.138889,236.2830556,0,0,0,0,0,1.634453
2591,5,2,11,0,1.443142857,0.415714286,0,2.838,0,133.8825714,0,42.68914286,6180.768,933.2428571,0.474285714,0.005714286,126.826,206.8734286,0.872857143,0.012857143,0,86.79428571,0,0,0,95.17371429,0,0,20.04942857,0.3,0,0,2381.851143,10.56514286,0,0,2559.389714,0,0,0,0,0,0,1.517065
2592,5,2,12,0,0,0,0,87.24560976,31.25390244,138.9085366,0,97.86682927,5329.676098,30.61585366,0.026829268,122.3380488,3311.362195,364.9785366,0,0.017073171,12.30414634,151.6507317,0,0,29.98682927,51.93902439,0,0,42.38439024,0,0,212.3743902,410.3958537,0,0,545.6665854,330.6790244,0,0,0,0,0,0,1.79221
2593,5,2,13,0,0.370943396,0,0,1664.916038,0,12.83283019,0,36.70584906,8512.030943,21.85584906,0.012264151,286.1675472,4438.118113,1149.608868,0,0,0,133.7718868,0,0,0,96.06018868,0,0,0.305660377,0.392075472,0,0,562.8360377,49.05339623,0,0,2058.046226,219.2018868,0,0,0,0,0,2.367074
2594,5,2,14,0,253.5544898,0,0,680.0936735,0.004081633,111.7391837,0,71.37020408,6568.960612,134.3812245,0.014285714,5.846530612,448.3302041,1769.773061,0,0,0,553.252449,0,0,0,1141.67449,0,0,15.5344898,2.49877551,0,0,1318.566735,6.395714286,0,0,1962.762653,0,0,0,0,0,0,2.162015
2595,5,2,15,0,0,0,0,0,55.4325641,596.2502564,0,0,3163.360256,3810.955385,34.63589744,0.005128205,1761.93,494.6882051,255.6797436,0,0,78.47307692,5.175641026,0,0,67.72666667,0,0,0.253333333,0.944102564,0,0,1125.442564,109.3615385,0,0,1257.912821,3.615897436,0,0,0,0,0,1.742462
2596,5,2,16,0,0.015555556,0,0,3.632,98.92488889,57.55022222,0,0,36.63688889,21.27555556,0.041111111,3.003555556,2040.760222,1507.397333,6.716222222,0,1.717777778,92.05288889,56.58533333,0,0,92.04933333,0,0,0.01,6.150666667,0,0,849.3957778,419.1626667,0,0.01,6562.876667,1991.305111,0,0,0,0,0,2.011769
2597,5,2,17,0,0,0,0,11.86289474,51.44894737,269.8560526,0,0.216842105,535.1531579,265.2376316,0.547368421,3.340789474,584.3915789,3662.719474,54.13131579,0.025,0,262.2142105,18.34815789,0,0.011842105,402.7094737,0,0,0.197105263,3.612894737,0,0,984.4731579,63.41894737,0,0,2199.98,46.96105263,0,0,0,0,0,1.751065
2598,5,2,18,0,16.05595238,0.878333333,0,0,91.48404762,81.015,0,0,1709.129048,4869.446667,13.14547619,0,978.962619,1796.845238,764.1907143,0,0,73.52047619,8.65,0,0,60.2052381,0,0,2.016666667,2.206904762,0,0,1558.174048,58.39833333,0,0,1625.447381,2.048095238,0,0,0,0,0,1.981896
2599,5,2,19,0,43.67076923,14.48384615,0,0.030769231,16.90230769,43.39974359,2.283333333,0,1496.88641,5419.334359,5.539230769,0.037179487,506.6682051,1132.517179,622.0812821,0,0,54.93025641,6.924871795,0,0,59.23589744,0,0,0.780512821,2.913076923,0,0.005128205,1648.87,774.6384615,0,0,270.3705128,38.95897436,0,0,0,0,0,1.713919
2600,5,2,20,0,0.073611111,0,0,0,757.2113889,45.27694444,0,0.005555556,38.58555556,25.43861111,0.884166667,1.869722222,1881.443889,4162.924722,3.346944444,0,0,555.3083333,207.1797222,0,0,80.7425,0,0,0.0125,5.421388889,0,0,400.5066667,66.71388889,0,0,3849.138889,236.2830556,0,0,0,0,0,1.634453
2601,6,1,1,0,0,0,0,0.05,45.99657895,1655.668947,0,27.03763158,8.565526316,121.8802632,0.005263158,1529.089737,7784.205,18869.76474,0,296.0384211,75.61763158,12.09078947,0,138.3092105,5.618157895,0,0,107.6907895,12.07157895,0,0,3.285526316,278.0018421,0.156578947,0,0.005263158,1174.183158,80.315,0,0,1.574473684,0,0,1.692997
2602,6,1,2,0.042647059,45.78088235,73.04617647,0,27.41441176,0.057352941,6778.965294,0,117.5673529,4977.434412,8756.872647,0,270.5782353,61.57970588,51.32764706,0,78.49558824,0.182352941,0,0,301.3347059,37.19,0,0,16.18970588,962.1688235,0,0,0,4893.168824,111.2744118,0,0,96.33147059,0,0,0,0,0,0,1.483087
2603,6,1,3,0,0,0,0,0,0.233846154,1.459487179,0,0,0.107435897,255.8230769,0.024358974,2688.123333,5956.082051,2629.729744,0,514.7102564,138.3130769,8.58974359,0,566.0682051,0,0,0,2063.407436,12.55102564,0,0,71.8125641,846.8338462,0.005128205,0,2.458974359,7141.265128,54.6925641,0,0,1649.36,0,0,1.710262
2604,6,1,4,0,0,0.092432432,0,4.187297297,0.005405405,9470.688108,0,0.305945946,2676.622162,2449.48,0,472.7716216,2608.378919,4716.533514,0.005405405,73.43027027,12.04405405,0,0,166.5259459,57.12621622,0,0,28.5872973,83.95756757,0,0,0,1625.172432,324.4051351,0,0,1119.33973,77.36351351,0,0,0,0,0,1.621678
2605,6,1,5,0,0.010714286,0,0,41.87095238,13.7152381,2048.372143,0,3.246428571,1035.612143,77.17214286,0.010714286,2422.570238,6585.296667,7302.378333,0,122.2935714,7.357380952,0,0,612.8878571,24.10333333,0,0,217.1483333,50.76238095,0,0,0,1732.50119,184.5330952,0,0,3657.625952,2818.836429,0,0,0,0,0,1.867222
2606,6,1,6,0,0,0,0,6.332105263,47.05157895,448.4463158,0,7.221052632,383.0076316,66.70184211,0.030263158,1336.018947,7404.226053,7654.807895,0,107.2555263,36.90421053,1.042631579,0,660.3028947,40.27368421,0,0,328.7021053,57.01868421,0,0,7.395,2192.115526,7.779473684,0,0,7009.766316,121.9065789,0,0,0.047368421,0,0,1.80437
2607,6,1,7,0,0,0.023170732,0,9.768536585,0.029268293,8937.058537,0,1.084146341,3008.304634,1860.08561,0.069512195,774.8336585,3675.532439,5892.301951,0,116.5085366,10.70414634,0,0,847.5017073,63.96609756,0,0,87.61878049,108.3734146,0,0,3.157317073,1649.726341,31.44585366,0,0,1927.106098,0.02195122,0,0,0,0,0,1.820937
2608,6,1,8,0,0,0.035365854,0,8.540487805,0.382926829,9413.26561,0,2.763658537,2291.416585,2003.849756,0.004878049,953.7746341,1271.913171,2020.87878,0,46.16073171,0.766097561,0,0,193.8265854,31.72341463,0,0,32.86146341,78.13390244,0,0,0,2853.397073,2366.683415,0,0,2718.373171,1452.649756,0,0,0,0,0,1.79719
2609,6,1,9,0,0.052173913,0.004347826,0,62.9326087,6.191956522,3589.129565,0,0.547173913,548.9652174,118.1302174,0,1177.126304,1241.23,1575.111739,0,76.6673913,0,0,0,338.1973913,31.36152174,0,0,81.59978261,104.3345652,0,0,0.004347826,4061.236522,1099.170435,0,0,4525.246522,1327.384565,0,0,0,0,0,2.029196
2610,6,1,10,0,2.948571429,0,0,1.25122449,0,45.40265306,5446.944082,0,2328.674694,392.5985714,75.91897959,264.9044898,917.4946939,632.5353061,27.03204082,60.66897959,67.30612245,0,0,42.13857143,113.8963265,0,0,0,160.5373469,2.312244898,0,0,2391.987959,3774.881429,0,0,500.8420408,443.8191837,0,0,0,0,0,2.193489
2611,6,1,11,0,0,0,0,18.48261905,55.64357143,2142.753095,0,9.936904762,194.4978571,68.62071429,0,1962.045476,8561.834286,18478.70548,0,125.2561905,38.2197619,0.328095238,0,670.1890476,25.96214286,0,0,154.0085714,45.22428571,0,0,4.665714286,718.575,6.745714286,0,0,1565.364286,55.60833333,0,0,0,0,0,1.85148
2612,6,1,12,0,31.92634146,23.36512195,0,29.78682927,0,3331.658293,0,16.43731707,3479.409024,4790.986585,0,115.9341463,96.59853659,326.3909756,0,63.67634146,21.3695122,0,0,131.7090244,61.00268293,0,0,0.290731707,271.4573171,0.585121951,0,0,3773.682927,2644.71122,0,0.004878049,756.0321951,18.83317073,0,0,0,0,0,1.922218
2613,6,1,13,0.01125,0.17825,0,0,61.90925,1.90025,10804.3155,0,0.21,4159.72625,1242.80225,0.005,3239.06575,4339.9105,1981.895,0,186.2745,2.5395,0,0,854.08475,37.5105,0,0,31.38775,54.91625,0,0,0,1011.97725,687.643,0,0.005,583.87275,403.97725,0,0,0,0,0,1.760225
2614,6,1,14,0,12.32825,14.255,0,12.64275,0.005,17442.24725,0,99.51275,6420.1225,8297.10875,0.084,377.83675,154.65325,1385.34975,0,95.6845,0,0,0,865.9865,26.95575,0,0,35.523,120.36775,0,0,0.64375,969.7275,22.08775,0,0,67.92975,0,0,0,0,0,0,1.765189
2615,6,1,15,0,0,0,0,0.014772727,0.010227273,94.14409091,1824.815,0.010227273,806.1122727,212.6445455,8.980454545,94.06818182,956.7922727,753.0347727,6.954090909,46.37431818,64.86477273,0,0,16.59568182,79.93681818,0,0,0,78.09795455,0.223863636,0,0,925.6225,2522.146591,0,0,89.90590909,1004.986818,0,0,0,0,0,1.953121
2616,6,1,16,0,0,0.029166667,18.28520833,0,0.064583333,1.133541667,9384.579167,3.253125,1001.069375,4056.61875,2369.421875,100.455625,2099.09875,92.29354167,454.9475,4.320416667,1130.401667,0,0,0,2073.711875,0.178125,0,0,97.44666667,4.236666667,0,0,117.7070833,1652.795208,0,0,0.125,415.564375,0,0,0,0,0,2.183447
2617,6,1,17,0.004761905,42.94309524,47.01904762,8.270952381,14.31452381,0.21547619,2.528809524,110.437381,7.017380952,11800.99095,2444.674762,631.77,198.902381,128.9171429,52.60166667,0.004761905,87.35119048,111.9840476,0,0,68.49595238,180.3961905,0,0,0,177.6019048,0.236904762,0,0,608.6002381,102.5980952,0,0,2.407857143,0.566666667,0,0,0,0,0,1.85075
2618,6,1,18,0,24.07191489,0.10106383,0.036170213,13.52191489,0.008510638,27.19957447,481.6587234,0.004255319,4450.865745,935.6957447,12.27808511,259.7653191,293.9806383,159.6853191,0,95.89297872,54.38510638,0,0,447.5587234,117.9212766,0,0,2.562765957,590.0919149,0.020212766,0,0,3712.371489,886.5576596,0,0,1190.333617,0.406382979,0,0,0,0,0,2.107978
2619,6,1,19,0,97.47243243,72.98054054,0,28.42351351,0.84,4.114594595,23.88,5.706486486,20042.7273,6212.485405,729.8321622,191.3635135,90.74243243,23.22432432,0.012162162,34.1572973,55.31594595,0.012162162,0,9.877567568,43.72918919,0,0,0,31.81783784,0.663513514,0,0,80.61189189,106.137027,0,0,1.092972973,0.012162162,0,0,0,0,0,1.669816
2620,6,1,20,0,0.080487805,0.064634146,0.047560976,0.01097561,8.976829268,16.03585366,16436.81707,3.89195122,1578.016098,820.5292683,176.9863415,110.9526829,2142.546098,593.6158537,395.2465854,55.85804878,75.15853659,0,0,44.14682927,93.46341463,0,0,0.01097561,69.1502439,0,0,0,1010.991463,178.6963415,0,0,951.5204878,35.58926829,0,0,0,0,0,1.826434
2621,6,2,1,104.1776471,4.538676471,5.015735294,0,7.073970588,111.8489706,13.57220588,8.759117647,98.04867647,5116.853088,1707.309706,238.0544118,0.136617647,4436.341618,1612.094265,844.6348529,0,193.7388235,69.45632353,94.43397059,0,0.002941176,37.12191176,3.462058824,0.005882353,1625.716471,5.673088235,0,0,2961.909118,39.90279412,0,0,10.86147059,2.440294118,0,0,9.131029412,0,0,3.794125
2622,6,2,2,9.884264706,541.9186765,0.555882353,0,1825.815441,0.002941176,131.1935294,99.60808824,90.13441176,3268.891176,636.6463235,13.16220588,132.7322059,351.8375,473.7660294,73.58367647,0,0,116.8276471,10.55941176,0,0.002941176,76.36352941,0,0.002941176,1359.961765,3.629558824,0,47.07220588,3729.055588,12.30279412,0,0.002941176,1044.023382,0,0,0,0,0,0,2.985889
2623,6,2,3,0,0,0,0,3357.663836,23.89013699,10.46287671,0,13.13287671,726.9628767,9275.566027,0.576712329,3346.801918,3724.722329,1326.674247,18.13273973,562.9746575,5596.386027,2331.77137,125.0457534,1464.281918,137.1808219,52.48589041,1.786986301,969.8413699,9.329726027,0.577945205,0,53.89849315,1664.782055,31.0430137,0,0.070684932,2659.04274,26.72438356,0,0,718.060137,204.8715068,0,2.808831
2624,6,2,4,1.196923077,18.05584615,18.61507692,0,0.535846154,329.2138462,2310.394308,338.5584615,49.32753846,3971.923846,2916.271231,8.838769231,1220.944154,3104.125385,128.2775385,1248.686154,461.8106154,541.9801538,94.94969231,367.7672308,12.40723077,230.1121538,343.2753846,0.305230769,0.006923077,1398.668308,4.734769231,0,3.356923077,2368.918308,243.1583077,0,0,640.6810769,665.2327692,0,0,0,0,0,3.329377
2625,6,2,5,19.72048077,13.98519231,0,0,929.1456731,44.63884615,4007.470385,6.767115385,1706.1825,2643.091154,2515.0875,0.012980769,613.6043269,1233.14875,1240.878077,263.2371154,135.3468269,140.6176923,277.6234615,6.81625,0.637884615,65.83442308,800.5421154,0,0,891.1616346,3.114519231,0,13.31192308,4612.98,978.4613462,0,0.001923077,3801.674231,2604.959135,0,0,0,0,0,2.944208
