NO,ID,LERI,Order,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,fsr8,fsr9,fsr10,fsr11,fsr12,fsr13,fsr14,fsr15,fsr16,fsr17,fsr18,fsr19,fsr20,fsr21,fsr22,fsr23,fsr24,fsr25,fsr26,fsr27,fsr28,fsr29,fsr30,fsr31,fsr32,fsr33,fsr34,fsr35,fsr36,fsr37,fsr38,fsr39,fsr40,time
2696,8,1,16,0.016071429,38.52,0.007142857,0,32.48785714,0.016071429,92.8925,0,31.91392857,4398.460714,3322.2075,0,153.6210714,110.3771429,20.90214286,0,60.65,20.23821429,0.759642857,0,40.74142857,95.96392857,20.36642857,0,0.023214286,866.7789286,10.19607143,0,0,1885.593214,237.7017857,0,0,49.75214286,0,0,0,0,0,0,1.203328
2697,8,1,17,0,915.4997059,0,0,9.255,25.14558824,26.78852941,0,115.0208824,1129.403235,1172.412647,0,75.98676471,43.72441176,1.032941176,0,37.09117647,34.83382353,0.005882353,0,19.64676471,130.6785294,41.04088235,0,0,1255.679706,23.57294118,0,0,2191.320882,2202.372059,0,0,0.1,0,0,0,0,0,0,1.475568
2698,8,1,18,0.131818182,989.8642424,0,0,8.121212121,52.09363636,171.6712121,0,90.23454545,2482.121212,4535.790606,0,84.37,42.98939394,0.493333333,0,34.18878788,42.14212121,0.048484848,0,13.35757576,133.8378788,38.04666667,0,0,1454.585152,21.8430303,0,0,2056.246364,1874.89,0,0,0.027272727,0,0,0,0,0,0,1.35846
2699,8,1,19,0.01547619,1.952142857,0.033333333,0,128.3695238,18.08833333,380.6121429,0,2.448809524,2132.679286,4191.172143,0,243.6028571,1624.605238,636.5714286,0,50.10309524,37.93142857,2.722619048,0,9.78547619,82.7897619,3.98547619,0,0.010714286,144.6271429,6.82547619,0,0,957.4864286,957.4197619,0,0,293.0516667,1293.159048,0,0.004761905,0,0,0,1.810971
2700,8,1,20,0.040909091,772.5212121,0,0,22.27666667,25.59363636,2.078484848,0,487.1666667,2160.73697,1261.156667,0,108.0151515,65.77272727,1.917878788,0,54.67878788,12.80939394,0.013636364,0,64.94121212,127.2590909,38.43242424,0,0.006060606,541.0990909,15.50848485,0,0,919.7763636,1028.290303,0,0,0.060606061,0.642727273,0,0,0,0,0,1.414601
2701,8,2,1,0,74.06571429,0.466,0,0,112.4354286,16.91942857,1034.933429,0.513142857,1517.29,2409.866286,2.923142857,0,374.8588571,138.1745714,1090.010571,0,0,56.51314286,83.49971429,0,3.673428571,81.80857143,0.692857143,0,106.8265714,8.210857143,0,0,392.8571429,122.7722857,0,0,26.83714286,0,0,0,0,0,0,1.509211
2702,8,2,2,0,0.041025641,0,0,2025.24,50.37461538,0,0,65.04666667,39.65512821,15.02666667,0,1414.930256,2523.908974,521.8097436,0,1.966153846,67.58923077,236.3135897,0,0,80.85974359,190.4335897,0,7.272564103,117.8705128,0.753589744,0,382.2671795,153.9435897,0.561538462,0,1472.785128,74.9674359,0,0,0,0,0,0,1.745492
2703,8,2,3,0,0,0.211764706,0,0.060294118,1007.736765,641.7782353,0,0.005882353,68.34411765,100.5379412,17.67705882,0,1870.176765,1092.333235,508.0097059,0,0,56.58911765,831.4570588,0,0,79.49823529,137.1079412,0,9.040588235,10.49058824,0.392647059,0,132.5676471,552.2623529,0,0,334.4773529,771.2420588,0,0,0,0,0,1.487032
2704,8,2,4,0,117.7132432,4.693243243,0,0.031081081,11.80810811,14.29540541,204.0410811,17.38513514,703.7491892,1370.514054,2.661621622,0.012162162,56.51324324,89.62648649,973.9716216,0,0,58.06918919,16.54675676,0,1.115405405,118.1572973,0,0,660.3637838,23.45864865,0,0,2561.852703,1716.625135,0,0,29.65837838,2.155405405,0,0,0,0,0,1.593231
2705,8,2,5,0,0.011428571,0.184285714,0,0,2919.641143,271.9825714,617.316,0.025714286,536.0045714,893.514,28.17114286,0.005714286,705.9191429,292.3982857,239.0702857,0.012857143,0.055714286,16.27714286,143.0014286,0,0.06,51.02028571,49.95314286,0.061428571,30.36828571,18.65371429,0,0,1226.089143,1749.328571,0,0,1262.506571,1932.231143,0,0.005714286,0,0,0,1.512801
2706,8,2,6,0,0.215789474,0.076315789,0,11.60368421,24.68368421,328.8528947,0,55.48868421,758.9002632,157.7897368,9.089210526,51.70368421,597.8515789,238.4102632,37.03552632,0,0.067105263,77.37973684,13.48315789,0,15.08078947,243.5913158,0,0.005263158,338.6376316,17.95868421,0,15.91131579,1781.037105,33.45368421,0,1.983947368,1967.749474,1.589736842,0,0.011842105,0,0,0,1.661506
2707,8,2,7,0,69.95515152,0.343333333,0,4.006363636,1.487575758,15.90727273,17.07818182,103.6584848,462.7642424,410.5563636,2.428787879,1.746060606,71.75606061,92.10787879,340.3748485,0.059090909,0.303939394,68.93060606,0.236666667,0.036363636,44.6269697,112.4157576,0,0,1761.049091,17.14393939,0,42.01121212,3785.503333,54.41545455,0,0,542.6181818,0.137878788,0,0,0,0,0,1.520708
2708,8,2,8,0,2.027894737,0,0,0.025,258.5426316,345.92,0,0.790263158,345.2086842,129.2123684,0.845789474,14.28052632,1078.497895,399.9144737,70.74394737,0.005263158,0,65.74263158,77.99631579,0,0,119.1552632,0,0,125.7057895,18.89105263,0,0,1327.774737,173.0105263,0,0,1185.638158,37.00289474,0,0,0,0,0,1.755375
2709,8,2,9,0,4.665757576,0.246969697,0,0,156.2290909,133.21,1.352727273,0.028787879,150.5445455,1340.446061,1.125151515,0,263.2951515,1036.243333,1019.102424,0,0,77.57787879,1137.006364,0,0,488.2342424,0,0,144.3445455,19.91393939,0,1.531818182,1602.63,66.6630303,0,0,1972.384545,0,0,0,0,0,0,1.39285
2710,8,2,10,0,0,0.077631579,0,817.8507895,70.62,517.5668421,0,42.91473684,1113.381053,47.175,9.434736842,170.7747368,1319.113684,1309.302632,272.4739474,0,0,86.53131579,30.48105263,0.031578947,0.005263158,208.5297368,0,0,52.84921053,20.15184211,0,0,645.2413158,760.05,0,0,1669.429737,859.8889474,0,0,0,0,0,1.826313
2711,8,2,11,0,0,0,0,30.59424242,38.99333333,54.6969697,0,41.48484848,450.77,164.7445455,1.227272727,58.47878788,1671.332727,237.34,68.70393939,0,0,65.74181818,52.61090909,0,0,101.8893939,0.735757576,0,86.39454545,13.39727273,0,0,712.3181818,461.8739394,0,0,339.9627273,333.209697,0,0,0,0,0,1.434594
2712,8,2,12,0.017073171,0,0.02195122,0,0.02195122,387.9512195,136.282439,0,0.004878049,140.8168293,268.684878,15.11585366,5.10195122,1772.414878,1824.136098,446.6846341,0,0,57.56268293,865.0582927,0,0.004878049,74.13463415,34.7402439,0.01097561,7.565121951,13.74804878,0,0,268.8256098,928.1380488,0,0,1832.050244,1758.512683,0,0.01097561,0,0,0,1.820813
2713,8,2,13,0,0,0.092307692,0,0.005128205,3241.013077,886.2669231,18.42179487,0,2804.900513,776.0607692,0.592307692,0.023076923,3674.934872,319.8410256,129.58,0.005128205,0,31.38794872,86.76282051,0,0,53.33666667,23.55846154,0,85.60025641,13.36948718,0,0,245.2746154,536.3623077,0,0,70.26179487,514.585641,0,0.005128205,0,0,0,1.688083
2714,8,2,14,0.010714286,0,0.004761905,0,56.95595238,10.95357143,20.83380952,0,22.54571429,153.1952381,59.69785714,0.277142857,74.17857143,1045.263095,464.7711905,115.187619,0.010714286,0,57.57833333,187.1545238,0,0,73.07190476,38.75261905,0,31.03333333,17.87642857,0.045238095,0,120.5042857,1393.250952,0,0,50.81904762,2568.578333,0,0,0,0,0,3.033005
2715,8,2,15,463.8094444,682.2666667,21.10611111,0,175.5213889,2858.516667,3.837222222,33.56916667,1338.560278,2121.181667,1318.165,25.49472222,0.100555556,1.333611111,78.44305556,26.62694444,0,0,79.64388889,0,0,9.641388889,167.5172222,0,0,517.7930556,27.83444444,0,0,1618.921667,2215.345,0,0,0.155555556,0.947777778,0,0,0,0,0,1.563237
2716,8,2,16,1.82972973,0,0.312162162,0,9573.055135,0.768918919,69.96216216,0,1491.201081,2979.182432,237.2867568,13.77594595,273.3856757,677.397027,215.6605405,25.17540541,0,0.387837838,93.30162162,0,0,16.14756757,107.9278378,0,0,77.22,5.850540541,0,0,110.9086486,24.29378378,0,0,41.94945946,0,0,0.005405405,0,0,0,1.676183
2717,8,2,17,0.65625,0,0.07,0,405.226,841.73475,185.38175,0,44.1265,939.82125,20.708,4.94825,95.845,936.96625,839.3245,32.23375,0,0.837,140.135,17.11175,0.01625,1.98775,362.13775,0,0,97.80125,20.7315,0,0,2015.511,420.7275,0,0,2965.64925,88.39075,0,0,0,0,0,1.79858
2718,8,2,18,0,0,0.160810811,0,13.45351351,31.08594595,0.799459459,0,27.06945946,560.117027,14.83891892,0,80.64972973,1339.706486,872.1072973,1.144054054,0,1.916756757,105.8994595,38.09432432,0.005405405,13.27108108,302.1751351,0,0,108.4075676,17.09945946,0,29.05324324,1290.475946,5.511891892,0,123.8640541,1949.634054,0,0,0,0,0,0,1.610682
2719,8,2,19,0,0,0.042424242,0,0.078787879,97.96333333,28.95333333,0,0,38.13,25.14909091,38.70575758,25.57909091,1456.077273,2960.316061,46.33424242,0,0.98969697,206.8309091,6124.409697,0,0,232.1757576,7.222424242,0,16.60121212,16.71121212,0,0,945.5924242,139.1448485,0,0,1506.456364,184.1963636,0,0,0,0,0,1.546405
2720,8,2,20,0,0,0,0,0.034146341,183.6941463,125.9612195,0,0.02195122,182.7192683,120.2187805,1.525365854,3.713170732,1208.226341,661.2992683,123.4917073,0.004878049,0,61.95853659,255.1107317,0,0,91.58463415,17.10219512,0,53.40146341,15.72439024,0,0,1368.420976,684.6185366,0,0,1841.714878,696.6178049,0,0,0,0,0,1.81142
2721,9,1,1,0,0.007407407,0.311481481,0,34.35888889,430.9740741,0,0,0.016666667,2.332592593,11.73296296,0.016666667,1930.412222,3915.564815,211.5344444,0,127.8307407,1.942962963,0,0,82.49962963,0,0,0,28.07777778,8.717407407,0,0,0,1694.308889,0,0,0,4009.26963,106.6081481,0,0,0,0,0,1.149046
2722,9,1,2,0,0.00952381,0.90952381,0.00952381,0,183.9585714,1825.243333,0,71.49047619,80.35857143,882.2352381,0.021428571,219.8490476,5499.224762,3156.830952,0,84.83571429,11.15857143,0,0,7.673809524,11.10904762,0,0,0.033333333,15.19142857,0,0,0,597.05,266.8719048,0,0.00952381,2430.632381,2759.865238,0,0,0,0,0,0.872569
2723,9,1,3,0,0,0.274,0,0.008,207.0276,1732.7832,0,6.9344,39.2292,55.7712,0.018,320.7188,2690.722,862.4068,0,112.0588,31.3388,0,0,1.0324,31.934,0,0,0.008,25.8132,0,0,0,1378.1148,727.1492,0,0,3349.3712,3436.5596,0,0,0,0,0,1.068013
2724,9,1,4,0,0,0.619230769,0,0.055769231,130.9103846,1162.456538,0,4.394230769,15.90961538,65.69769231,0.167692308,67.24384615,3635.355769,1129.513846,2.050769231,83.63230769,47.76192308,0.107692308,0,0.600384615,43.95923077,0,0,0.017307692,34.16153846,0,0,0,962.0561538,371.1603846,0,0,3227.666538,2908.767692,0,0,0,0,0,1.162652
2725,9,1,5,0,0,0.551724138,0,0.006896552,85.61896552,551.1334483,305.5637931,39.81758621,70.32103448,228.4134483,30.14241379,265.91,2618.787586,392.3772414,18.75586207,38.36448276,126.177931,0,0,0,69.04137931,0,0,0,53.03827586,0,0,0,2021.987586,1576.281724,0,0,491.9137931,1604.181724,0,0,0,0,0,1.297847
2726,9,1,6,0,0.140909091,1.258181818,0,0.020454545,906.0595455,137.4786364,0,224.31,0,433.7690909,0.020454545,28.98818182,6481.602727,1840.730455,0,192.3459091,99.10409091,27.10227273,0,14.97363636,31.76136364,0,0,0.054545455,22.24318182,0,0,0,102.5468182,71.45909091,0,0,1707.668636,1710.279091,0,0,0,0,0,0.903789
2727,9,1,7,0,0,0.9375,0,30.6875,1.9445,1230.431,0,68.609,3033.686,627.8565,0.01,659.8935,93.594,6.459,0,96.5895,0,0,0,67.39,4.069,0,0,1.087,148.3915,0,0,0,5373.6775,130.846,0,0,89.053,0.415,0,0,0,0,0,0.85285
2728,9,1,8,0,0,0.25,0,46.02789474,0.05,1866.152632,0,41.14736842,3182.633684,1496.233158,0.063157895,423.1568421,83.92526316,9.761052632,0,66.68105263,0,0,0,9.263157895,5.442631579,0,0,0,181.5126316,0.202631579,0,0,4343.304211,3845.494211,0,0,3.993684211,0,0,0,0,0,0,0.794673
2729,9,1,9,0.008695652,0.502608696,0.295652174,0,0.008695652,76.82217391,2919.858696,1.611304348,73.06304348,199.8286957,1915.532609,395.3278261,50.29391304,478.346087,187.7191304,3.523913043,0,51.08826087,0,0,0,39.45086957,0,0,0,11.64304348,3.099565217,0,0.008695652,14.12565217,1629.717826,5.590869565,0,0.008695652,1004.785652,0,0,0,0,0,0.990925
2730,9,1,10,0,0.054761905,0.526190476,0.00952381,0,785.6109524,2583.534762,0,66.99,29.89095238,230.8890476,0,104.4785714,5295.714286,1471.615238,0,79.42095238,53.38095238,0.183333333,0,0.856666667,33.52142857,0,0,0.00952381,20.15857143,0,0,0.00952381,548.4547619,441.4390476,0,0,2299.18381,2910.124762,0,0,0,0,0,0.894619
2731,9,1,11,0.008333333,0,1.87125,0,15.53416667,19.61708333,4068.271667,0,4.34,2561.36875,1454.175417,0.008333333,1082.715417,3151.900417,197.835,0,112.0120833,14.62208333,0,0,13.9175,24.2975,0,0,0.008333333,52.35416667,0,0,0.039583333,2196.368333,1063.749167,0,0,890.6583333,525.5345833,0,0,0,0,0,1.015881
2732,9,1,12,0,2.691428571,0.863809524,0,46.89190476,2.237142857,3642.234762,0,59.57142857,4614.098095,4310.204762,0.057142857,205.1133333,70.43761905,6.17,0,55.36333333,0,0,0,7.964761905,18.43904762,0,0,0,250.2533333,1.484285714,0,0,3401.034286,2847.289524,0,0,0.354761905,0.133333333,0,0,0,0,0,1.045281
2733,9,1,13,0,0.008333333,1.022916667,0,0,1100.935,479.4183333,0,119.88625,0.50375,190.155,0,11.29916667,7286.43,1393.934583,0.75375,127.2320833,185.2416667,15.66916667,0,0.585,56.33708333,0.01875,0,0,33.71291667,0,0,0,106.6104167,432.24375,0,0.008333333,653.1495833,3472.256667,0,0,0,0,0,1.013985
2734,9,1,14,0,0,0.7,0,0.2,38.71416667,2759.905,0,13.74833333,1026.668333,432.1783333,0,885.2229167,2771.738333,260.43625,0,70.80166667,40.13375,0,0,0,52.47125,0,0,0.01875,38.75875,0,0,0,722.8775,2664.285,0,0,0.492083333,4723.697083,0,0,0.008333333,0,0,1.063399
2735,9,1,15,0,0,0.9908,0,4.9512,81.9176,4021.0152,0,8.1656,3130.388,1973.6736,0,945.9292,4060.2516,565.872,0,82.732,10.8664,0,0,7.2204,25.88,0,0,0.008,39.3068,0,0,0,1773.7684,1032.2712,0,0,1060.9648,1480.1888,0,0,0,0,0,1.133543
2736,9,1,16,0,0,0.707777778,0,0.051851852,72.28888889,37.90888889,0,12.20074074,7.425925926,51.74555556,6.845925926,20.70481481,4489.137407,1906.57,73.30555556,82.82444444,573.1507407,65.08333333,0,0.007407407,42.47962963,0,0,0.025925926,22.44259259,0,0,0,81.40666667,53.44740741,0,0.007407407,2154.291481,2968.128148,0,0.007407407,0,2.055925926,0,1.147705
2737,9,1,17,0.062962963,35.03037037,18.78,0,38.49925926,1.085185185,1524.548889,0,23.72666667,3097.55963,1254.424074,0.4,546.0440741,931.19,78.81259259,0,26.70777778,51.97777778,0,0,0,58.4037037,0,0,0,69.38296296,4.405925926,0,0,1845.21037,2399.082593,0,0,1.835185185,261.7144444,0,0,0,0,0,1.149627
2738,9,1,18,0,0.032758621,0.489655172,0,0.063793103,60.53413793,1859.874483,0,5.897241379,2323.935172,143.0903448,0.006896552,2391.754138,4969.775862,298.2006897,0,83.63034483,33.81551724,0,0,2.477931034,24.74413793,0,0,0.013793103,28.30172414,0,0,0,1225.01069,655.6144828,0,0,1258.236552,1192.440345,0,0,0,0,0,1.267556
2739,9,1,19,0,0.017307692,0.221538462,0,35.43884615,0.007692308,3275.81,0,0.430384615,3399.296923,1371.398462,0.017307692,930.24,551.8223077,34.30269231,0,74.16846154,19.43230769,0,0,0,37.47076923,0,0,0.007692308,88.22423077,6.029615385,0,0,2940.181538,3511.563846,0,0,0.500769231,93.155,0,0,0,0,0,1.182707
2740,9,1,20,0,0,1.391666667,0,0,1099.715417,3801.978333,0,58.50916667,61.85791667,721.65625,0.016666667,57.87333333,4950.23625,3178.905833,0.419583333,53.80375,31.07166667,0,0,0,16.25458333,0,0,0.047916667,12.67208333,0,0,0,263.16125,726.5179167,0,0,689.0666667,2076.232917,0,0,0,0,0,1.005555
2741,9,2,1,0,0,0.114285714,0,7.347619048,362.2433333,569.0780952,0,0.458095238,1042.245238,76.03428571,7.303333333,22.21333333,1656.761905,1922.835714,38.8052381,0,0,66.21380952,5.612380952,0.00952381,0.021428571,52.50761905,0,0,35.33142857,1.362380952,0,13.38380952,2141.117143,0.180952381,0,0,2039.239524,0.66,0,0,0,0,0,0.845638
2742,9,2,2,0,0,0.3275,0,0,3.4005,0.0725,0,52.5255,15.4875,23.9515,0.01,571.664,5340.5945,1262.2475,1.83,0,1265.132,443.765,53.551,0,0,48.516,0,0,0.035,2.78,0,0,152.7815,14.209,0,0,2539.425,18.344,0,0,34.097,0,0,0.874762
2743,9,2,3,0.00952381,0,0.704761905,0,630.2933333,121.9080952,616.8895238,0,24.02285714,406.4952381,18.13428571,1.758571429,199.7542857,3206.056667,511.8338095,8.580952381,0,0,48.87952381,0.314285714,0,0,39.94952381,0,0,13.40142857,1.935714286,0,0,1670.354286,78.86380952,0,0,2568.438095,0,0,0,0,0,0,0.917931
2744,9,2,4,0,0,0.857692308,0,2.415,39.63653846,1.467692308,0,43.25230769,0.007692308,0.527692308,0.055769231,96.11192308,2704.170385,898.6703846,1.211538462,0,24.10807692,99.55192308,46.86769231,0,0,46.97769231,0,0,0,3.296923077,0,0,1158.525769,902.1323077,0,0,4587.546538,2152.742308,0,0,0,0,0,1.163116
2745,9,2,5,0,0,0.192857143,0,7376.911429,0,5.773333333,0,2179.105238,1582.884762,3.696666667,0.102380952,2310.319048,501.5152381,162.887619,0,0,0.757619048,68.19285714,0,0,10.64809524,36.32571429,0,0,106.0828571,0,0,709.4595238,2711.041905,0.042857143,0,0,212.0861905,0.326190476,0,0,0,0,0,1.037276
2746,9,2,6,0,0.008,0.498,0,0.7252,377.774,18.9064,0,0.086,7.4072,0.008,13.4244,38.72,3468.0652,3488.3596,0.046,0,0,855.8648,83.01,0,0,95.6128,0,0,8.8892,4.5992,0,23.8584,1233.5776,0,0,621.9268,3399.8952,0,0,0,0,0,0,1.061257
2747,9,2,7,1.181578947,21.67631579,0,0,61.68894737,0.655789474,19.64526316,0,837.6163158,2762.248421,593.3105263,0.766315789,0.05,25.43421053,133.2047368,0,0,0.227368421,59.45842105,0,0,12.37263158,24.48631579,0,0.010526316,1749.441053,0,0,1766.397368,4400.317895,0,0,0,0.3,0,0,0,0,0,0,0.86163
2748,9,2,8,0,0,0,0,0,0,0,0,5236.3752,50.5892,0.068,0,511.942,2497.7028,3.1516,0,2713.852,6795.2844,1176.6356,0,0.008,0,61.3612,0,0,0.11,3.3408,0,0.008,15.6136,7.9744,0,0,1102.5904,67.3348,0,0.026,2146.1284,0,0,1.072465
2749,9,2,9,0.00952381,96.66047619,28.0252381,0,0.00952381,82.0347619,17.51095238,418.567619,0.085714286,1551.11381,1440.116667,0.627619048,0,147.3561905,118.4066667,137.4438095,0,0,47.53380952,0,0,0,73.07809524,0,0,1334.219524,7.862380952,0,0,4259.249524,50.83428571,0,0,0.235714286,0,0,0,0.438095238,0,0,0.865031
2750,9,2,10,0,0,0,0,84.647,151.227,256.431,0,11.2445,322.87,18.452,1.0785,99.461,2764.5105,1481.219,3.252,0,0,77.3255,0,0.0225,0,49.0685,0,0,30.467,0.3075,0,9.06,1778.693,0,0,0.1775,2446.308,0,0,0,0.0775,0,0,0.864442
2751,9,2,11,0,0,0.029166667,0,1822.271667,26.42791667,116.8416667,0,96.0925,1018.849167,0.367083333,0,599.4691667,1990.4875,872.93625,0,0,1.677083333,101.2658333,0,0.029166667,16.44625,12.6125,0,0,74.72125,0,0,3250.70875,1580.964167,0,0,3028.971667,2.107916667,0,0,0,0.008333333,0,0,1.050781
2752,9,2,12,0,0,0.009090909,0,3258.209545,384.3240909,0,0,4528.594545,6.478181818,30.59772727,0,5856.060909,3362.876364,182.6931818,0,4.391818182,13.67409091,95.79181818,0,0,0.020454545,50.38272727,0,0,1.866818182,1.990909091,0,0,1279.147727,30.36363636,0,0,3023.578182,0,0,0,0.009090909,0,0,0.910534
2753,9,2,13,0,0,0,0,0.19047619,22.86761905,0,0,10772.13952,0.00952381,50.2347619,0.033333333,2691.19,4162.81381,165.8595238,0.00952381,86.4047619,1510.047619,370.207619,3.923333333,0,0,54.16571429,0,0,0,3.329047619,0,0,70.99571429,35.71761905,0,0,1448.497143,493.7461905,0,0.00952381,19.76190476,0,0,0.874663
2754,9,2,14,0,0.078571429,0.021428571,0,0.052380952,713.6619048,71.44952381,8.847142857,0.15047619,475.992381,520.4309524,2.539047619,0.00952381,1088.728095,705.0071429,653.9728571,0,0.021428571,34.16095238,54.39333333,0.00952381,0,41.15904762,0,0.00952381,35.06333333,9.991428571,0,0,3602.09,1556.002381,0,0,1844.709524,0,0,0,0,0,0,0.905752
2755,9,2,15,0,0,0,0,439.087,102.686,0,0,300.854,11.19266667,15.699,0,1284.734333,4172.658667,1396.882667,0,0,14.35633333,299.1316667,0,0,0.015,54.51833333,0,0,2.941666667,0.887666667,0,0.063333333,871.7386667,0,0,52.56966667,2953.954,0,0,0,0,0,0,1.266223
2756,9,2,16,0,0,0.054761905,0,142.5104762,47.48666667,66.90619048,0,12.90666667,88.35619048,34.7852381,9.231428571,27.3852381,1546.815714,2741.300476,775.0342857,0,0,55.18857143,54.25857143,0,0,25.78666667,6.62047619,0,0,4.55047619,0,0,99.80857143,3123.85,0,0,14.69761905,3824.718095,0,0,0,0,0,0.908332
2757,9,2,17,0,0,0,0,60.79,15.47307692,0,0,71.13692308,0.034615385,22.92038462,0,1342.286154,5240.220385,27.47807692,0,53.80961538,1659.068462,771.5526923,0,0,29.78769231,12.28269231,0,0,20.00730769,0,0,27.87923077,338.72,0.481538462,0,3805.058077,2506.912692,0.919230769,0,0,0.519230769,0,0,1.101267
2758,9,2,18,0,0,0,0,0,0.00952381,0,0,3659.533333,130.5233333,8.924285714,0,76.76952381,71.62095238,3.631428571,0,3160.642857,8188.551905,729.2328571,0,0,0,74.84619048,0,0,0.09047619,3.174285714,0,0,6.843809524,8.394761905,0,0,749.6038095,26.66904762,0,0.00952381,1993.710476,0,0,0.862276
2759,9,2,19,0,0,0.802941176,0,0,0,0,0,658.6888235,5.866470588,55.14235294,0,97.86705882,2934.262353,378.7264706,4.15,7.151764706,2694.837647,432.71,40.33235294,0,0,57.62,0,0,0,4.418235294,0,0,171.7129412,16.52941176,0,0.011764706,2443.143529,20.93352941,0,0,223.6570588,0,0,0.725678
2760,9,2,20,0,0,0.01,0,418.86,109.3115,1104.9765,0,3.8135,598.798,75.8575,14.2845,12.7095,1560.0445,289.519,53.412,0,0,29.703,11.042,0.01,0,27.8855,0,0,2.708,5.121,0,0,2659.8165,2363.054,0,0,827.434,54.9875,0,0,0.165,0,0,0.839638
2761,10,1,1,0,76.27527778,7.251666667,0,18.27305556,0,7490.803889,0,0.277777778,2126.778333,411.7961111,0.005555556,2085.8325,844.7355556,97.05166667,0,966.2388889,93.7425,0,0,5.647222222,736.8025,0,0,0.0125,1049.1625,15.33666667,0,0,1824.925278,3260.254444,0,0.005555556,16.65694444,1901.290833,0,0,0,0,0,1.548672
2762,10,1,2,0,48.63571429,0,0,10.25771429,0.02,2394.148571,0,0.144857143,4313.630571,253.264,0.02,5765.214,1634.408,291.4442857,0,2747.224857,22.96314286,0.096,0,243.6854286,113.6865714,0,0,0.005714286,428.9614286,0,0,0.005714286,1340.945714,1041.326857,0,0,1204.402857,701.5317143,0,0,0,0,0,1.511745
2763,10,1,3,0,6.033548387,0.006451613,0,2.217419355,19.9716129,2745.546452,0.121290323,9.644516129,3216.977742,2793.878065,0,368.8751613,2543.204194,3028.509677,0,135.6825806,69.88,0,0,69.81258065,95.04483871,0,0,1.863548387,703.9570968,0,0,0.140645161,2217.873871,272.6796774,0,0.006451613,2340.684839,83.74612903,0,0,0,0,0,1.327933
2764,10,1,4,0,8.283461538,21.59884615,8.675769231,1.387692308,242.1976923,61.33769231,0,33.22230769,5948.084231,1688.621538,66.58615385,1993.177308,1936.631923,0.032692308,0.017307692,0,1224.911538,0.007692308,0,0,2996.992308,18.31961538,0,0,841.0303846,164.8511538,0,0,986.5815385,4001.053462,0,0,0.323076923,2.416538462,0,0,0,0,0,1.140037
2765,10,1,5,0,0,0,0,0.007407407,89.64,97.34962963,7048.104074,5.099259259,21.73814815,507.7874074,0.614444444,6.18,4465.509259,1658.774444,1357.837407,5.242962963,320.2525926,0.007407407,0,0,374.9118519,0,0,0.024074074,205.2555556,1.491851852,0,0,277.4822222,3048.482963,0,0,38.92666667,4149.240741,0,0,0,0,0,1.145212
2766,10,1,6,0,11.04689655,89.01344828,42.89758621,3.384137931,47.01827586,1.875172414,0,5.083793103,2936.798621,3171.761379,89.41034483,58.40206897,100.492069,1.535862069,0,0.031034483,438.5717241,0,0,0,942.5072414,0.723103448,0,0.031034483,1746.035862,125.2734483,0,0,4406.311379,7049.348621,0,0,0.239655172,27.61275862,0,0,0,0,0,1.241866
2767,10,1,7,0,0,0.113793103,0,0,34.72965517,2064.723793,0,33.18310345,579.2368966,40.4362069,0.024137931,1862.912069,6068.13,822.062069,0,1972.913448,389.9589655,0,0,37.4737931,983.7768966,0,0,0.013793103,612.3948276,0,0,0,2137.40931,1757.197586,0,0,5446.404138,5651.782759,0,0,0,0,0,1.144458
2768,10,1,8,0,44.38724138,34.44206897,0,31.50310345,1.441034483,26.28758621,97.76206897,32.69,4269.445862,2299.218621,5.170689655,406.7017241,1418.208276,75.03241379,0.04137931,5.93,711.0806897,0,0,0,369.5141379,0,0,0.015517241,782.3124138,13.45103448,0,0,3335.632069,4528.761034,0,0,926.9937931,4022.66,0,0,0,0,0,1.227536
2769,10,1,9,0,1049.818333,1113.436667,0.031666667,28.02066667,35.374,238.092,0,10.06566667,4317.51,4580.473333,0,107.623,85.10433333,5.551,0.006666667,12.93533333,66.53166667,0,0,0,211.234,0,0,0.006666667,1063.258667,40.314,0,0,2107.418,3632.668333,0,0,5.291333333,127.733,0,0,0,0,0,1.337272
2770,10,1,10,0,0,0.427419355,0,0,17.58741935,3282.443871,6.716774194,24.07096774,1139.520968,91.59419355,0,830.9990323,5334.68129,2289.186774,0,227.2316129,1328.616129,0,0,6.641935484,359.1345161,0,0,0.006451613,393.2358065,0,0,0,1835.094839,1663.283871,0,0,3439.160968,4201.894839,0,0,0,0,0,1.44982
2771,10,1,11,0,383.4157576,23.18606061,0,544.3018182,0,382.0830303,0,16.79242424,4423.440606,91.78,0,5897.405758,696.9869697,13.26969697,0,3980.85,75.56,0,0,1713.20303,443.0457576,0,0,0.006060606,1624.871212,0.043939394,0,0,3459.047576,1945.808788,0,0,1821.74697,193.3036364,0,0,0,0,0,1.405868
2772,10,1,12,0,19.75307692,111.1226923,212.3142308,18.06653846,2714.374231,102.6646154,0,312.0596154,4927.077308,2936.523077,13.31,168.4423077,68.18076923,0.025,0,12.78730769,957.6557692,0,0,0,728.6038462,0,0,0,2812.770385,42.595,0,0.026923077,4652.026538,1741.608846,0,0,0.230769231,0.102307692,0,0,0,0,0,1.186566
